Product Name,Category,Price,Units Sold,Revenue,Cost,Date,Region
Veggie Burger,Burger,89.0,105,9345.0,45.0,2026-01-01,Mumbai
Veggie Burger,Burger,79.0,111,8769.0,45.0,2026-01-01,Delhi
Veggie Burger,Burger,69.0,169,11661.0,45.0,2026-01-01,Hyderabad
Veggie Burger,Burger,89.0,88,7832.0,45.0,2026-01-01,Pune
Hakka Noodles,Chinese,139.0,49,6811.0,60.0,2026-01-01,Chennai
Hakka Noodles,Chinese,109.0,62,6758.0,60.0,2026-01-01,Bangalore
Hakka Noodles,Chinese,109.0,81,8829.0,60.0,2026-01-01,Mumbai
Hakka Noodles,Chinese,139.0,52,7228.0,60.0,2026-01-01,Delhi
Hakka Noodles,Chinese,139.0,58,8062.0,60.0,2026-01-01,Hyderabad
Hakka Noodles,Chinese,109.0,51,5559.0,60.0,2026-01-01,Pune
Salmon Sushi,Sushi,449.0,20,8980.0,220.0,2026-01-01,Chennai
Salmon Sushi,Sushi,409.0,23,9407.0,220.0,2026-01-01,Bangalore
Salmon Sushi,Sushi,419.0,20,8380.0,220.0,2026-01-01,Mumbai
Salmon Sushi,Sushi,419.0,23,9637.0,220.0,2026-01-01,Delhi
Salmon Sushi,Sushi,449.0,17,7633.0,220.0,2026-01-01,Hyderabad
Salmon Sushi,Sushi,429.0,24,10296.0,220.0,2026-01-01,Pune
Penne Alfredo,Pasta,149.0,67,9983.0,80.0,2026-01-01,Chennai
Penne Alfredo,Pasta,159.0,43,6837.0,80.0,2026-01-01,Bangalore
Penne Alfredo,Pasta,149.0,46,6854.0,80.0,2026-01-01,Mumbai
Penne Alfredo,Pasta,189.0,45,8505.0,80.0,2026-01-01,Delhi
Penne Alfredo,Pasta,179.0,49,8771.0,80.0,2026-01-01,Hyderabad
Penne Alfredo,Pasta,189.0,34,6426.0,80.0,2026-01-01,Pune
Chicken Biryani,Biryani,219.0,65,14235.0,100.0,2026-01-02,Chennai
Chicken Biryani,Biryani,219.0,66,14454.0,100.0,2026-01-02,Bangalore
Chicken Biryani,Biryani,189.0,69,13041.0,100.0,2026-01-02,Mumbai
Chicken Biryani,Biryani,219.0,60,13140.0,100.0,2026-01-02,Delhi
Chicken Biryani,Biryani,209.0,63,13167.0,100.0,2026-01-02,Hyderabad
Chicken Biryani,Biryani,209.0,66,13794.0,100.0,2026-01-02,Pune
Margherita Pizza,Pizza,259.0,61,15799.0,120.0,2026-01-02,Chennai
Margherita Pizza,Pizza,249.0,68,16932.0,120.0,2026-01-02,Bangalore
Margherita Pizza,Pizza,269.0,71,19099.0,120.0,2026-01-02,Mumbai
Margherita Pizza,Pizza,259.0,52,13468.0,120.0,2026-01-02,Delhi
Margherita Pizza,Pizza,249.0,75,18675.0,120.0,2026-01-02,Hyderabad
Margherita Pizza,Pizza,269.0,56,15064.0,120.0,2026-01-02,Pune
Veggie Burger,Burger,109.0,78,8502.0,45.0,2026-01-02,Chennai
Veggie Burger,Burger,69.0,156,10764.0,45.0,2026-01-02,Bangalore
Veggie Burger,Burger,109.0,65,7085.0,45.0,2026-01-02,Mumbai
Veggie Burger,Burger,69.0,150,10350.0,45.0,2026-01-02,Delhi
Veggie Burger,Burger,79.0,122,9638.0,45.0,2026-01-02,Hyderabad
Veggie Burger,Burger,79.0,128,10112.0,45.0,2026-01-02,Pune
Hakka Noodles,Chinese,129.0,57,7353.0,60.0,2026-01-02,Chennai
Hakka Noodles,Chinese,109.0,91,9919.0,60.0,2026-01-02,Bangalore
Hakka Noodles,Chinese,119.0,54,6426.0,60.0,2026-01-02,Mumbai
Hakka Noodles,Chinese,119.0,55,6545.0,60.0,2026-01-02,Delhi
Hakka Noodles,Chinese,119.0,55,6545.0,60.0,2026-01-02,Hyderabad
Hakka Noodles,Chinese,149.0,43,6407.0,60.0,2026-01-02,Pune
Salmon Sushi,Sushi,409.0,18,7362.0,220.0,2026-01-02,Chennai
Salmon Sushi,Sushi,419.0,23,9637.0,220.0,2026-01-02,Bangalore
Salmon Sushi,Sushi,409.0,24,9816.0,220.0,2026-01-02,Mumbai
Salmon Sushi,Sushi,439.0,17,7463.0,220.0,2026-01-02,Delhi
Salmon Sushi,Sushi,439.0,17,7463.0,220.0,2026-01-02,Hyderabad
Salmon Sushi,Sushi,449.0,20,8980.0,220.0,2026-01-02,Pune
Penne Alfredo,Pasta,179.0,36,6444.0,80.0,2026-01-02,Chennai
Penne Alfredo,Pasta,169.0,47,7943.0,80.0,2026-01-02,Bangalore
Penne Alfredo,Pasta,149.0,51,7599.0,80.0,2026-01-02,Mumbai
Penne Alfredo,Pasta,159.0,35,5565.0,80.0,2026-01-02,Delhi
Penne Alfredo,Pasta,169.0,52,8788.0,80.0,2026-01-02,Hyderabad
Penne Alfredo,Pasta,169.0,54,9126.0,80.0,2026-01-02,Pune
Chicken Biryani,Biryani,209.0,90,18810.0,100.0,2026-01-03,Chennai
Chicken Biryani,Biryani,179.0,118,21122.0,100.0,2026-01-03,Bangalore
Chicken Biryani,Biryani,189.0,120,22680.0,100.0,2026-01-03,Mumbai
Chicken Biryani,Biryani,199.0,112,22288.0,100.0,2026-01-03,Delhi
Chicken Biryani,Biryani,219.0,102,22338.0,100.0,2026-01-03,Hyderabad
Chicken Biryani,Biryani,189.0,150,28350.0,100.0,2026-01-03,Pune
Margherita Pizza,Pizza,259.0,80,20720.0,120.0,2026-01-03,Chennai
Margherita Pizza,Pizza,229.0,89,20381.0,120.0,2026-01-03,Bangalore
Margherita Pizza,Pizza,269.0,61,16409.0,120.0,2026-01-03,Mumbai
Margherita Pizza,Pizza,239.0,84,20076.0,120.0,2026-01-03,Delhi
Margherita Pizza,Pizza,239.0,93,22227.0,120.0,2026-01-03,Hyderabad
Margherita Pizza,Pizza,249.0,111,27639.0,120.0,2026-01-03,Pune
Veggie Burger,Burger,79.0,147,11613.0,45.0,2026-01-03,Chennai
Veggie Burger,Burger,69.0,196,13524.0,45.0,2026-01-03,Bangalore
Veggie Burger,Burger,69.0,189,13041.0,45.0,2026-01-03,Mumbai
Veggie Burger,Burger,79.0,187,14773.0,45.0,2026-01-03,Delhi
Veggie Burger,Burger,89.0,188,16732.0,45.0,2026-01-03,Hyderabad
Veggie Burger,Burger,109.0,96,10464.0,45.0,2026-01-03,Pune
Hakka Noodles,Chinese,149.0,58,8642.0,60.0,2026-01-03,Chennai
Hakka Noodles,Chinese,129.0,85,10965.0,60.0,2026-01-03,Bangalore
Hakka Noodles,Chinese,139.0,75,10425.0,60.0,2026-01-03,Mumbai
Hakka Noodles,Chinese,109.0,113,12317.0,60.0,2026-01-03,Delhi
Hakka Noodles,Chinese,139.0,74,10286.0,60.0,2026-01-03,Hyderabad
Hakka Noodles,Chinese,129.0,70,9030.0,60.0,2026-01-03,Pune
Salmon Sushi,Sushi,439.0,28,12292.0,220.0,2026-01-03,Chennai
Salmon Sushi,Sushi,429.0,30,12870.0,220.0,2026-01-03,Bangalore
Salmon Sushi,Sushi,449.0,28,12572.0,220.0,2026-01-03,Mumbai
Salmon Sushi,Sushi,449.0,27,12123.0,220.0,2026-01-03,Delhi
Salmon Sushi,Sushi,439.0,30,13170.0,220.0,2026-01-03,Hyderabad
Salmon Sushi,Sushi,439.0,30,13170.0,220.0,2026-01-03,Pune
Penne Alfredo,Pasta,149.0,80,11920.0,80.0,2026-01-03,Chennai
Penne Alfredo,Pasta,189.0,55,10395.0,80.0,2026-01-03,Bangalore
Penne Alfredo,Pasta,149.0,64,9536.0,80.0,2026-01-03,Mumbai
Penne Alfredo,Pasta,179.0,54,9666.0,80.0,2026-01-03,Delhi
Penne Alfredo,Pasta,169.0,67,11323.0,80.0,2026-01-03,Hyderabad
Penne Alfredo,Pasta,189.0,44,8316.0,80.0,2026-01-03,Pune
Chicken Biryani,Biryani,199.0,122,24278.0,100.0,2026-01-04,Chennai
Chicken Biryani,Biryani,179.0,128,22912.0,100.0,2026-01-04,Bangalore
Chicken Biryani,Biryani,179.0,136,24344.0,100.0,2026-01-04,Mumbai
Chicken Biryani,Biryani,189.0,149,28161.0,100.0,2026-01-04,Delhi
Chicken Biryani,Biryani,219.0,103,22557.0,100.0,2026-01-04,Hyderabad
Chicken Biryani,Biryani,219.0,101,22119.0,100.0,2026-01-04,Pune
Margherita Pizza,Pizza,229.0,87,19923.0,120.0,2026-01-04,Chennai
Margherita Pizza,Pizza,249.0,106,26394.0,120.0,2026-01-04,Bangalore
Margherita Pizza,Pizza,269.0,91,24479.0,120.0,2026-01-04,Mumbai
Margherita Pizza,Pizza,229.0,145,33205.0,120.0,2026-01-04,Delhi
Margherita Pizza,Pizza,239.0,97,23183.0,120.0,2026-01-04,Hyderabad
Margherita Pizza,Pizza,259.0,92,23828.0,120.0,2026-01-04,Pune
Veggie Burger,Burger,109.0,118,12862.0,45.0,2026-01-04,Chennai
Veggie Burger,Burger,99.0,159,15741.0,45.0,2026-01-04,Bangalore
Veggie Burger,Burger,89.0,146,12994.0,45.0,2026-01-04,Mumbai
Veggie Burger,Burger,79.0,180,14220.0,45.0,2026-01-04,Delhi
Veggie Burger,Burger,109.0,124,13516.0,45.0,2026-01-04,Hyderabad
Veggie Burger,Burger,99.0,132,13068.0,45.0,2026-01-04,Pune
Hakka Noodles,Chinese,139.0,68,9452.0,60.0,2026-01-04,Chennai
Hakka Noodles,Chinese,109.0,99,10791.0,60.0,2026-01-04,Bangalore
Hakka Noodles,Chinese,139.0,85,11815.0,60.0,2026-01-04,Mumbai
Hakka Noodles,Chinese,129.0,67,8643.0,60.0,2026-01-04,Delhi
Hakka Noodles,Chinese,139.0,75,10425.0,60.0,2026-01-04,Hyderabad
Hakka Noodles,Chinese,129.0,71,9159.0,60.0,2026-01-04,Pune
Salmon Sushi,Sushi,429.0,33,14157.0,220.0,2026-01-04,Chennai
Salmon Sushi,Sushi,409.0,22,8998.0,220.0,2026-01-04,Bangalore
Salmon Sushi,Sushi,419.0,26,10894.0,220.0,2026-01-04,Mumbai
Salmon Sushi,Sushi,429.0,30,12870.0,220.0,2026-01-04,Delhi
Salmon Sushi,Sushi,439.0,34,14926.0,220.0,2026-01-04,Hyderabad
Salmon Sushi,Sushi,439.0,27,11853.0,220.0,2026-01-04,Pune
Penne Alfredo,Pasta,169.0,56,9464.0,80.0,2026-01-04,Chennai
Penne Alfredo,Pasta,179.0,74,13246.0,80.0,2026-01-04,Bangalore
Penne Alfredo,Pasta,189.0,42,7938.0,80.0,2026-01-04,Mumbai
Penne Alfredo,Pasta,149.0,48,7152.0,80.0,2026-01-04,Delhi
Penne Alfredo,Pasta,179.0,61,10919.0,80.0,2026-01-04,Hyderabad
Penne Alfredo,Pasta,149.0,66,9834.0,80.0,2026-01-04,Pune
Chicken Biryani,Biryani,199.0,68,13532.0,100.0,2026-01-05,Chennai
Chicken Biryani,Biryani,199.0,89,17711.0,100.0,2026-01-05,Bangalore
Chicken Biryani,Biryani,199.0,83,16517.0,100.0,2026-01-05,Mumbai
Chicken Biryani,Biryani,179.0,86,15394.0,100.0,2026-01-05,Delhi
Chicken Biryani,Biryani,209.0,60,12540.0,100.0,2026-01-05,Hyderabad
Chicken Biryani,Biryani,219.0,79,17301.0,100.0,2026-01-05,Pune
Margherita Pizza,Pizza,229.0,83,19007.0,120.0,2026-01-05,Chennai
Margherita Pizza,Pizza,269.0,57,15333.0,120.0,2026-01-05,Bangalore
Margherita Pizza,Pizza,259.0,79,20461.0,120.0,2026-01-05,Mumbai
Margherita Pizza,Pizza,259.0,52,13468.0,120.0,2026-01-05,Delhi
Margherita Pizza,Pizza,229.0,59,13511.0,120.0,2026-01-05,Hyderabad
Margherita Pizza,Pizza,239.0,63,15057.0,120.0,2026-01-05,Pune
Veggie Burger,Burger,109.0,78,8502.0,45.0,2026-01-05,Chennai
Veggie Burger,Burger,89.0,106,9434.0,45.0,2026-01-05,Bangalore
Veggie Burger,Burger,109.0,76,8284.0,45.0,2026-01-05,Mumbai
Veggie Burger,Burger,99.0,94,9306.0,45.0,2026-01-05,Delhi
Veggie Burger,Burger,99.0,72,7128.0,45.0,2026-01-05,Hyderabad
Veggie Burger,Burger,69.0,173,11937.0,45.0,2026-01-05,Pune
Hakka Noodles,Chinese,119.0,60,7140.0,60.0,2026-01-05,Chennai
Hakka Noodles,Chinese,129.0,64,8256.0,60.0,2026-01-05,Bangalore
Hakka Noodles,Chinese,149.0,50,7450.0,60.0,2026-01-05,Mumbai
Hakka Noodles,Chinese,119.0,64,7616.0,60.0,2026-01-05,Delhi
Hakka Noodles,Chinese,129.0,60,7740.0,60.0,2026-01-05,Hyderabad
Hakka Noodles,Chinese,139.0,54,7506.0,60.0,2026-01-05,Pune
Salmon Sushi,Sushi,439.0,21,9219.0,220.0,2026-01-05,Chennai
Salmon Sushi,Sushi,409.0,24,9816.0,220.0,2026-01-05,Bangalore
Salmon Sushi,Sushi,409.0,21,8589.0,220.0,2026-01-05,Mumbai
Salmon Sushi,Sushi,449.0,21,9429.0,220.0,2026-01-05,Delhi
Salmon Sushi,Sushi,419.0,20,8380.0,220.0,2026-01-05,Hyderabad
Salmon Sushi,Sushi,419.0,24,10056.0,220.0,2026-01-05,Pune
Penne Alfredo,Pasta,169.0,38,6422.0,80.0,2026-01-05,Chennai
Penne Alfredo,Pasta,189.0,47,8883.0,80.0,2026-01-05,Bangalore
Penne Alfredo,Pasta,149.0,49,7301.0,80.0,2026-01-05,Mumbai
Penne Alfredo,Pasta,189.0,29,5481.0,80.0,2026-01-05,Delhi
Penne Alfredo,Pasta,179.0,41,7339.0,80.0,2026-01-05,Hyderabad
Penne Alfredo,Pasta,149.0,45,6705.0,80.0,2026-01-05,Pune
Chicken Biryani,Biryani,189.0,98,18522.0,100.0,2026-01-06,Chennai
Chicken Biryani,Biryani,179.0,85,15215.0,100.0,2026-01-06,Bangalore
Chicken Biryani,Biryani,209.0,70,14630.0,100.0,2026-01-06,Mumbai
Chicken Biryani,Biryani,179.0,68,12172.0,100.0,2026-01-06,Delhi
Chicken Biryani,Biryani,189.0,81,15309.0,100.0,2026-01-06,Hyderabad
Chicken Biryani,Biryani,209.0,48,10032.0,100.0,2026-01-06,Pune
Margherita Pizza,Pizza,249.0,50,12450.0,120.0,2026-01-06,Chennai
Margherita Pizza,Pizza,269.0,64,17216.0,120.0,2026-01-06,Bangalore
Margherita Pizza,Pizza,249.0,74,18426.0,120.0,2026-01-06,Mumbai
Margherita Pizza,Pizza,259.0,66,17094.0,120.0,2026-01-06,Delhi
Margherita Pizza,Pizza,259.0,53,13727.0,120.0,2026-01-06,Hyderabad
Margherita Pizza,Pizza,259.0,61,15799.0,120.0,2026-01-06,Pune
Veggie Burger,Burger,79.0,120,9480.0,45.0,2026-01-06,Chennai
Veggie Burger,Burger,99.0,74,7326.0,45.0,2026-01-06,Bangalore
Veggie Burger,Burger,109.0,96,10464.0,45.0,2026-01-06,Mumbai
Veggie Burger,Burger,79.0,135,10665.0,45.0,2026-01-06,Delhi
Veggie Burger,Burger,99.0,86,8514.0,45.0,2026-01-06,Hyderabad
Veggie Burger,Burger,79.0,120,9480.0,45.0,2026-01-06,Pune
Hakka Noodles,Chinese,149.0,49,7301.0,60.0,2026-01-06,Chennai
Hakka Noodles,Chinese,149.0,33,4917.0,60.0,2026-01-06,Bangalore
Hakka Noodles,Chinese,119.0,58,6902.0,60.0,2026-01-06,Mumbai
Hakka Noodles,Chinese,109.0,60,6540.0,60.0,2026-01-06,Delhi
Hakka Noodles,Chinese,129.0,47,6063.0,60.0,2026-01-06,Hyderabad
Hakka Noodles,Chinese,139.0,49,6811.0,60.0,2026-01-06,Pune
Salmon Sushi,Sushi,429.0,25,10725.0,220.0,2026-01-06,Chennai
Salmon Sushi,Sushi,449.0,21,9429.0,220.0,2026-01-06,Bangalore
Salmon Sushi,Sushi,429.0,18,7722.0,220.0,2026-01-06,Mumbai
Salmon Sushi,Sushi,409.0,22,8998.0,220.0,2026-01-06,Delhi
Salmon Sushi,Sushi,429.0,24,10296.0,220.0,2026-01-06,Hyderabad
Salmon Sushi,Sushi,429.0,22,9438.0,220.0,2026-01-06,Pune
Penne Alfredo,Pasta,189.0,38,7182.0,80.0,2026-01-06,Chennai
Penne Alfredo,Pasta,189.0,34,6426.0,80.0,2026-01-06,Bangalore
Penne Alfredo,Pasta,179.0,44,7876.0,80.0,2026-01-06,Mumbai
Penne Alfredo,Pasta,159.0,49,7791.0,80.0,2026-01-06,Delhi
Penne Alfredo,Pasta,179.0,45,8055.0,80.0,2026-01-06,Hyderabad
Penne Alfredo,Pasta,189.0,41,7749.0,80.0,2026-01-06,Pune
Chicken Biryani,Biryani,209.0,87,18183.0,100.0,2026-01-07,Chennai
Chicken Biryani,Biryani,199.0,74,14726.0,100.0,2026-01-07,Bangalore
Chicken Biryani,Biryani,199.0,96,19104.0,100.0,2026-01-07,Mumbai
Chicken Biryani,Biryani,219.0,72,15768.0,100.0,2026-01-07,Delhi
Chicken Biryani,Biryani,219.0,91,19929.0,100.0,2026-01-07,Hyderabad
Chicken Biryani,Biryani,209.0,67,14003.0,100.0,2026-01-07,Pune
Margherita Pizza,Pizza,259.0,78,20202.0,120.0,2026-01-07,Chennai
Margherita Pizza,Pizza,249.0,68,16932.0,120.0,2026-01-07,Bangalore
Margherita Pizza,Pizza,239.0,64,15296.0,120.0,2026-01-07,Mumbai
Margherita Pizza,Pizza,239.0,66,15774.0,120.0,2026-01-07,Delhi
Margherita Pizza,Pizza,269.0,55,14795.0,120.0,2026-01-07,Hyderabad
Margherita Pizza,Pizza,259.0,66,17094.0,120.0,2026-01-07,Pune
Veggie Burger,Burger,79.0,129,10191.0,45.0,2026-01-07,Chennai
Veggie Burger,Burger,99.0,82,8118.0,45.0,2026-01-07,Bangalore
Veggie Burger,Burger,69.0,142,9798.0,45.0,2026-01-07,Mumbai
Veggie Burger,Burger,89.0,136,12104.0,45.0,2026-01-07,Delhi
Veggie Burger,Burger,99.0,112,11088.0,45.0,2026-01-07,Hyderabad
Veggie Burger,Burger,99.0,95,9405.0,45.0,2026-01-07,Pune
Hakka Noodles,Chinese,139.0,51,7089.0,60.0,2026-01-07,Chennai
Hakka Noodles,Chinese,119.0,62,7378.0,60.0,2026-01-07,Bangalore
Hakka Noodles,Chinese,139.0,56,7784.0,60.0,2026-01-07,Mumbai
Hakka Noodles,Chinese,109.0,56,6104.0,60.0,2026-01-07,Delhi
Hakka Noodles,Chinese,119.0,58,6902.0,60.0,2026-01-07,Hyderabad
Hakka Noodles,Chinese,149.0,35,5215.0,60.0,2026-01-07,Pune
Salmon Sushi,Sushi,449.0,20,8980.0,220.0,2026-01-07,Chennai
Salmon Sushi,Sushi,429.0,21,9009.0,220.0,2026-01-07,Bangalore
Salmon Sushi,Sushi,409.0,19,7771.0,220.0,2026-01-07,Mumbai
Salmon Sushi,Sushi,439.0,24,10536.0,220.0,2026-01-07,Delhi
Salmon Sushi,Sushi,409.0,16,6544.0,220.0,2026-01-07,Hyderabad
Salmon Sushi,Sushi,449.0,15,6735.0,220.0,2026-01-07,Pune
Penne Alfredo,Pasta,179.0,41,7339.0,80.0,2026-01-07,Chennai
Penne Alfredo,Pasta,149.0,58,8642.0,80.0,2026-01-07,Bangalore
Penne Alfredo,Pasta,159.0,58,9222.0,80.0,2026-01-07,Mumbai
Penne Alfredo,Pasta,179.0,37,6623.0,80.0,2026-01-07,Delhi
Penne Alfredo,Pasta,159.0,53,8427.0,80.0,2026-01-07,Hyderabad
Penne Alfredo,Pasta,149.0,49,7301.0,80.0,2026-01-07,Pune
Chicken Biryani,Biryani,209.0,73,15257.0,100.0,2026-01-08,Chennai
Chicken Biryani,Biryani,199.0,91,18109.0,100.0,2026-01-08,Bangalore
Chicken Biryani,Biryani,199.0,88,17512.0,100.0,2026-01-08,Mumbai
Chicken Biryani,Biryani,219.0,53,11607.0,100.0,2026-01-08,Delhi
Chicken Biryani,Biryani,209.0,91,19019.0,100.0,2026-01-08,Hyderabad
Chicken Biryani,Biryani,179.0,114,20406.0,100.0,2026-01-08,Pune
Margherita Pizza,Pizza,249.0,60,14940.0,120.0,2026-01-08,Chennai
Margherita Pizza,Pizza,269.0,61,16409.0,120.0,2026-01-08,Bangalore
Margherita Pizza,Pizza,259.0,66,17094.0,120.0,2026-01-08,Mumbai
Margherita Pizza,Pizza,249.0,69,17181.0,120.0,2026-01-08,Delhi
Margherita Pizza,Pizza,259.0,57,14763.0,120.0,2026-01-08,Hyderabad
Margherita Pizza,Pizza,269.0,52,13988.0,120.0,2026-01-08,Pune
Veggie Burger,Burger,69.0,142,9798.0,45.0,2026-01-08,Chennai
Veggie Burger,Burger,109.0,93,10137.0,45.0,2026-01-08,Bangalore
Veggie Burger,Burger,69.0,155,10695.0,45.0,2026-01-08,Mumbai
Veggie Burger,Burger,79.0,113,8927.0,45.0,2026-01-08,Delhi
Veggie Burger,Burger,89.0,115,10235.0,45.0,2026-01-08,Hyderabad
Veggie Burger,Burger,79.0,69,5451.0,45.0,2026-01-08,Pune
Hakka Noodles,Chinese,109.0,78,8502.0,60.0,2026-01-08,Chennai
Hakka Noodles,Chinese,139.0,38,5282.0,60.0,2026-01-08,Bangalore
Hakka Noodles,Chinese,109.0,63,6867.0,60.0,2026-01-08,Mumbai
Hakka Noodles,Chinese,109.0,55,5995.0,60.0,2026-01-08,Delhi
Hakka Noodles,Chinese,139.0,41,5699.0,60.0,2026-01-08,Hyderabad
Hakka Noodles,Chinese,119.0,71,8449.0,60.0,2026-01-08,Pune
Salmon Sushi,Sushi,429.0,18,7722.0,220.0,2026-01-08,Chennai
Salmon Sushi,Sushi,409.0,21,8589.0,220.0,2026-01-08,Bangalore
Salmon Sushi,Sushi,409.0,20,8180.0,220.0,2026-01-08,Mumbai
Salmon Sushi,Sushi,429.0,21,9009.0,220.0,2026-01-08,Delhi
Salmon Sushi,Sushi,409.0,20,8180.0,220.0,2026-01-08,Hyderabad
Salmon Sushi,Sushi,429.0,16,6864.0,220.0,2026-01-08,Pune
Penne Alfredo,Pasta,169.0,49,8281.0,80.0,2026-01-08,Chennai
Penne Alfredo,Pasta,169.0,40,6760.0,80.0,2026-01-08,Bangalore
Penne Alfredo,Pasta,179.0,31,5549.0,80.0,2026-01-08,Mumbai
Penne Alfredo,Pasta,159.0,43,6837.0,80.0,2026-01-08,Delhi
Penne Alfredo,Pasta,159.0,56,8904.0,80.0,2026-01-08,Hyderabad
Penne Alfredo,Pasta,189.0,42,7938.0,80.0,2026-01-08,Pune
Chicken Biryani,Biryani,239.0,58,13862.0,100.0,2026-01-09,Chennai
Chicken Biryani,Biryani,249.0,55,13695.0,100.0,2026-01-09,Bangalore
Chicken Biryani,Biryani,219.0,66,14454.0,100.0,2026-01-09,Mumbai
Chicken Biryani,Biryani,219.0,92,20148.0,100.0,2026-01-09,Delhi
Chicken Biryani,Biryani,219.0,74,16206.0,100.0,2026-01-09,Hyderabad
Chicken Biryani,Biryani,209.0,80,16720.0,100.0,2026-01-09,Pune
Margherita Pizza,Pizza,299.0,56,16744.0,120.0,2026-01-09,Chennai
Margherita Pizza,Pizza,289.0,53,15317.0,120.0,2026-01-09,Bangalore
Margherita Pizza,Pizza,299.0,47,14053.0,120.0,2026-01-09,Mumbai
Margherita Pizza,Pizza,269.0,56,15064.0,120.0,2026-01-09,Delhi
Margherita Pizza,Pizza,289.0,51,14739.0,120.0,2026-01-09,Hyderabad
Margherita Pizza,Pizza,299.0,48,14352.0,120.0,2026-01-09,Pune
Veggie Burger,Burger,89.0,114,10146.0,45.0,2026-01-09,Chennai
Veggie Burger,Burger,89.0,104,9256.0,45.0,2026-01-09,Bangalore
Veggie Burger,Burger,109.0,88,9592.0,45.0,2026-01-09,Mumbai
Veggie Burger,Burger,99.0,88,8712.0,45.0,2026-01-09,Delhi
Veggie Burger,Burger,109.0,80,8720.0,45.0,2026-01-09,Hyderabad
Veggie Burger,Burger,99.0,63,6237.0,45.0,2026-01-09,Pune
Hakka Noodles,Chinese,129.0,63,8127.0,60.0,2026-01-09,Chennai
Hakka Noodles,Chinese,159.0,46,7314.0,60.0,2026-01-09,Bangalore
Hakka Noodles,Chinese,149.0,54,8046.0,60.0,2026-01-09,Mumbai
Hakka Noodles,Chinese,169.0,23,3887.0,60.0,2026-01-09,Delhi
Hakka Noodles,Chinese,139.0,67,9313.0,60.0,2026-01-09,Hyderabad
Hakka Noodles,Chinese,129.0,54,6966.0,60.0,2026-01-09,Pune
Salmon Sushi,Sushi,469.0,21,9849.0,220.0,2026-01-09,Chennai
Salmon Sushi,Sushi,459.0,16,7344.0,220.0,2026-01-09,Bangalore
Salmon Sushi,Sushi,479.0,20,9580.0,220.0,2026-01-09,Mumbai
Salmon Sushi,Sushi,459.0,16,7344.0,220.0,2026-01-09,Delhi
Salmon Sushi,Sushi,469.0,17,7973.0,220.0,2026-01-09,Hyderabad
Salmon Sushi,Sushi,459.0,24,11016.0,220.0,2026-01-09,Pune
Penne Alfredo,Pasta,199.0,34,6766.0,80.0,2026-01-09,Chennai
Penne Alfredo,Pasta,189.0,39,7371.0,80.0,2026-01-09,Bangalore
Penne Alfredo,Pasta,179.0,45,8055.0,80.0,2026-01-09,Mumbai
Penne Alfredo,Pasta,199.0,38,7562.0,80.0,2026-01-09,Delhi
Penne Alfredo,Pasta,199.0,36,7164.0,80.0,2026-01-09,Hyderabad
Penne Alfredo,Pasta,169.0,45,7605.0,80.0,2026-01-09,Pune
Chicken Biryani,Biryani,219.0,127,27813.0,100.0,2026-01-10,Chennai
Chicken Biryani,Biryani,239.0,81,19359.0,100.0,2026-01-10,Bangalore
Chicken Biryani,Biryani,249.0,79,19671.0,100.0,2026-01-10,Mumbai
Chicken Biryani,Biryani,229.0,101,23129.0,100.0,2026-01-10,Delhi
Chicken Biryani,Biryani,249.0,90,22410.0,100.0,2026-01-10,Hyderabad
Chicken Biryani,Biryani,229.0,103,23587.0,100.0,2026-01-10,Pune
Margherita Pizza,Pizza,279.0,80,22320.0,120.0,2026-01-10,Chennai
Margherita Pizza,Pizza,259.0,68,17612.0,120.0,2026-01-10,Bangalore
Margherita Pizza,Pizza,289.0,85,24565.0,120.0,2026-01-10,Mumbai
Margherita Pizza,Pizza,279.0,60,16740.0,120.0,2026-01-10,Delhi
Margherita Pizza,Pizza,259.0,86,22274.0,120.0,2026-01-10,Hyderabad
Margherita Pizza,Pizza,299.0,57,17043.0,120.0,2026-01-10,Pune
Veggie Burger,Burger,79.0,159,12561.0,45.0,2026-01-10,Chennai
Veggie Burger,Burger,119.0,99,11781.0,45.0,2026-01-10,Bangalore
Veggie Burger,Burger,109.0,110,11990.0,45.0,2026-01-10,Mumbai
Veggie Burger,Burger,99.0,127,12573.0,45.0,2026-01-10,Delhi
Veggie Burger,Burger,89.0,170,15130.0,45.0,2026-01-10,Hyderabad
Veggie Burger,Burger,119.0,100,11900.0,45.0,2026-01-10,Pune
Hakka Noodles,Chinese,149.0,61,9089.0,60.0,2026-01-10,Chennai
Hakka Noodles,Chinese,139.0,78,10842.0,60.0,2026-01-10,Bangalore
Hakka Noodles,Chinese,139.0,80,11120.0,60.0,2026-01-10,Mumbai
Hakka Noodles,Chinese,169.0,45,7605.0,60.0,2026-01-10,Delhi
Hakka Noodles,Chinese,149.0,69,10281.0,60.0,2026-01-10,Hyderabad
Hakka Noodles,Chinese,139.0,75,10425.0,60.0,2026-01-10,Pune
Salmon Sushi,Sushi,439.0,25,10975.0,220.0,2026-01-10,Chennai
Salmon Sushi,Sushi,439.0,31,13609.0,220.0,2026-01-10,Bangalore
Salmon Sushi,Sushi,459.0,24,11016.0,220.0,2026-01-10,Mumbai
Salmon Sushi,Sushi,469.0,25,11725.0,220.0,2026-01-10,Delhi
Salmon Sushi,Sushi,439.0,25,10975.0,220.0,2026-01-10,Hyderabad
